Lead	City	Current Category	Make	Model	Variant	Make Year	Fuel Type	Transmission Type	Mileage	Ownership	Procurement Price
23424868	Coimbatore	assured	Hyundai	Exter	SX (O) Connect 1.2 MT Dual Tone	2023	petrol	manual	32445	1	707000
24161362	Pune	assured	Renault	Duster	RXS Opt CVT	2019	petrol	automatic	70664	1	462000
24002623	Lucknow	assured	Ford	Figo Aspire	Titanium 1.2 Ti-VCT	2018	petrol	manual	65488	1	247000
24086662	Mumbai	assured	Tata	Tiago	XZA Plus	2021	petrol	automatic	20702	1	425000
23841072	Pune	budget	Maruti Suzuki	Swift Dzire	VXI	2013	petrol	manual	86667	2	265000
24091823	Delhi	assured	Hyundai	Santro	Sportz	2019	petrol	manual	29254	1	310000
21758579	Kolkata	assured	Honda	City	ZX Petrol MT	2023	petrol	manual	8645	1	1000000
21905220	Chandigarh	budget	Hyundai	i10	Magna 1.1 iRDE2	2014	petrol	manual	59779	2	150000
12182728	Kolkata	auction	Skoda	Octavia	1.8 TSI Style Plus AT	2016	petrol	automatic	36968	2	844000
23445956	Delhi	budget	Maruti Suzuki	Dzire	ZXi Plus	2019	petrol	manual	65406	3	355000
23667463	Delhi	assured	Honda	Amaze	ZX 1.2 Petrol MT	2025	petrol	manual	15859	1	720000
19146501	Delhi	assured	Hyundai	New Santro 1.1	Magna	2019	petrol	manual	32511	1	313000
22908072	Hyderabad	assured	Renault	Kwid	1.0 RXT AMT Opt	2019	petrol	automatic	63390	2	280000
24481381	Chennai	budget	Maruti Suzuki	Alto K10	VXi	2018	petrol	manual	51074	3	224000
24371428	Mumbai	assured	Volkswagen	Virtus	Topline 1.0 TSI MT	2022	petrol	manual	24299	1	1039000
24486613	Jaipur	budget	Hyundai	Eon	Magna	2013	petrol	manual	42458	1	160000
21526388	Ahmedabad	assured	Maruti Suzuki	Grand Vitara	Zeta Smart Hybrid	2022	petrol	manual	55341	1	891000
21807142	Ahmedabad	assured	Honda	City	V Petrol	2021	petrol	manual	24498	1	651000
279672	Delhi	budget	Maruti Suzuki	Swift Dzire	VXI AT ABS	2012	petrol	automatic	73387	1	285000
21449232	Lucknow	assured	Maruti Suzuki	Alto K10	VXi (O) AGS	2024	petrol	automatic	6419	1	470000
21508592	Delhi	budget	Kia	Seltos	GTX Plus AT D	2020	diesel	automatic	61727	1	1003500
18281400	Ahmedabad	assured	Volkswagen	Taigun	Highline 1.0 TSI MT	2022	petrol	manual	38347	1	836000
24889699	Mumbai	assured	Maruti Suzuki	S-Presso	VXi Plus	2020	petrol	manual	13619	1	285000
24840466	Coimbatore	assured	Renault	Kwid	RXL(O) 1.0L	2025	petrol	manual	17682	1	370000
24685566	Delhi	budget	Maruti Suzuki	S-Presso	VXi (O) CNG	2022	cng	manual	87943	1	267000
24477208	Delhi	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2016	petrol	manual	89875	1	210000
23461702	Pune	assured	Hyundai	Elite i20	Sportz 1.2	2018	petrol	manual	38567	1	455000
24285443	Delhi	budget	Maruti Suzuki	Swift	Lxi (O)	2016	petrol	manual	48101	1	215000
24250391	Bangalore	assured	Datsun	Redi-GO	T	2016	petrol	manual	42624	1	171000
22851163	Delhi	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2014	petrol	manual	49849	1	205000
22725185	Delhi	assured	Honda	Amaze	1.2 VX MT Petrol	2019	petrol	manual	89733	1	425000
22592489	Kochi	assured	Tata	Punch	Kaziranga Creative iRA Pack AMT	2022	petrol	automatic	19286	1	686000
22763605	Delhi	luxury	Mercedes-Benz	GLE	350 d 4MATIC	2018	diesel	automatic	67700	2	1
20806072	Bangalore	budget	Renault	Kwid	RXT	2016	petrol	manual	45306	2	222000
22154892	Ahmedabad	assured	Hyundai	Aura	SX 1.2 CNG	2024	cng	manual	45481	1	677000
25066565	Chennai	assured	Honda	City	ZX Petrol	2022	petrol	manual	64734	1	901000
24775293	Delhi	assured	Maruti Suzuki	Baleno	Zeta 1.2 AT	2016	petrol	automatic	24711	2	300000
24891424	Bangalore	assured	Honda	Amaze	1.2 SX i-VTEC	2014	petrol	manual	81327	1	280000
24770047	Delhi	assured	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2016	petrol	manual	63143	1	250000
24954622	Pune	assured	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2016	petrol	manual	76919	1	271000
22834526	Delhi	assured	Maruti Suzuki	Baleno	Alpha 1.2	2017	petrol	manual	53803	1	375000
22965351	Bangalore	auction	Maruti Suzuki	800	Std	2000	petrol	manual	696364	2	58000
23111377	Chennai	assured	Toyota	Urban Cruiser Hyryder	V AWD NeoDrive	2022	petrol	manual	17020	2	1225000
23570950	Kolkata	auction	Hyundai	Elite i20	Magna 1.2	2016	petrol	manual	84080	2	265000
23737165	Bangalore	auction	Maruti Suzuki	Ritz	VXI BS-IV	2009	petrol	manual	87855	1	195000
23648033	Delhi	budget	Maruti Suzuki	S-Presso	VXi Plus	2020	petrol	manual	52457	1	257000
23944636	Coimbatore	auction	Hyundai	Eon	Magna +	2017	petrol	manual	102307	2	250000
24009038	Hyderabad	budget	Maruti Suzuki	Wagon R	VXI	2018	petrol	manual	76127	1	310000
25025423	Hyderabad	assured	MG Motors	Hector	Smart 2.0 Diesel	2019	diesel	manual	67033	2	745000
24486336	Lucknow	assured	Hyundai	Eon	Magna +	2016	petrol	manual	55506	1	170000
24215772	Ahmedabad	auction	Tata	Zest	XT Petrol	2016	petrol	manual	47816	1	150000
24538391	Bangalore	assured	Renault	Kwid	RXT 1.0 AMT	2023	petrol	automatic	12710	1	417000
24557649	Hyderabad	budget	Kia	Sonet	HTK Plus 1.0 DCT	2021	petrol	automatic	81479	1	540000
24491063	Lucknow	assured	Honda	City	ZX CVT Petrol	2017	petrol	automatic	60996	1	510000
23171244	Mumbai	budget	Honda	Amaze	1.2 VX AT i-VTEC	2015	petrol	automatic	80250	1	292000
25203063	Pune	auction	Maruti Suzuki	Wagon R	LXI CNG	2015	cng	manual	177572	1	205000
21327221	Delhi	budget	Hyundai	Elite i20	Sportz 1.2	2015	petrol	manual	92379	1	304000
24824728	Lucknow	assured	Mahindra	XUV 300	W8 1.2 Petrol	2021	petrol	manual	40095	1	570000
24951332	Pune	budget	Hyundai	Verna	Fluidic 1.6 VTVT SX	2013	petrol	manual	45129	1	285000
24901567	Bangalore	budget	Hyundai	Grand i10	Asta 1.2 Kappa VTVT	2017	petrol	manual	45064	3	315000
24948254	Ahmedabad	auction	Hyundai	Grand i10	Magna 1.1 CRDi	2016	diesel	manual	70240	1	250000
24829090	Coimbatore	auction	Ford	Figo	Duratorq Diesel ZXI 1.4	2012	diesel	manual	90731	2	135000
24744070	Delhi	auction	Honda	Brio	S(O)MT	2012	petrol	manual	87958	1	91000
24725709	Bangalore	budget	Chevrolet	Beat	PS Petrol	2012	petrol	manual	70804	3	106000
24996055	Pune	auction	Maruti Suzuki	Swift	VDi	2013	diesel	manual	137559	1	260000
25013918	Visakhapatnam	budget	Volkswagen	Taigun	Highline 1.0 TSI MT	2022	petrol	manual	93381	1	751000
24906410	Bangalore	budget	Honda	City	1.5 V AT	2011	petrol	automatic	116563	2	221000
25061438	Delhi	assured	Hyundai	i10	Sportz 1.1 iRDE2	2016	petrol	manual	48730	1	185000
24680312	Pune	budget	Hyundai	i10	Sportz 1.2 Kappa2	2012	petrol	manual	66822	1	163900
23398883	Bangalore	auction	Hyundai	Xcent	S 1.2 (O)	2014	petrol	manual	96230	1	235000
23445036	Delhi	auction	Volkswagen	Polo	Highline1.2L (P)	2014	petrol	manual	40012	1	300000
23471541	Hyderabad	assured	Maruti Suzuki	Swift	ZXi Plus AMT	2018	petrol	automatic	31871	1	514000
23903318	Bangalore	auction	Hyundai	Eon	Magna	2018	petrol	manual	24136	1	295000
24139717	Mumbai	assured	Skoda	Kushaq	Style 1.0L TSI AT (6 Airbags)	2021	petrol	automatic	48807	1	920000
24082103	Chennai	auction	Mahindra	Thar Roxx	MX5 Diesel AT 2WD	2025	diesel	automatic	280	1	1835000
24001602	Delhi	assured	Maruti Suzuki	Baleno	Delta 1.2	2018	petrol	manual	58996	1	340000
23928378	Bangalore	assured	Honda	City	ZX Petrol CVT	2023	petrol	automatic	25903	1	1240000
24013892	Kochi	assured	Hyundai	Venue	SX Plus 1.0 Turbo DCT	2022	petrol	automatic	9245	1	863000
24137602	Mumbai	budget	Volkswagen	Ameo	Comfortline Plus 1.5L AT (D)	2016	diesel	automatic	94695	1	330000
23782513	Kolkata	auction	Maruti Suzuki	Wagon R	LXi	2011	petrol	manual	63586	2	103000
23943513	Hyderabad	budget	Honda	City	1.5 V AT Sunroof	2012	petrol	automatic	102004	2	259000
24590213	Bangalore	budget	Maruti Suzuki	Baleno	Delta 1.2	2018	petrol	manual	107943	1	400000
24472294	Kolkata	auction	Maruti Suzuki	Ritz	VXI BS-IV	2011	petrol	manual	22697	2	65000
24234291	Chennai	auction	Maruti Suzuki	Alto	LXi BS-III	2010	petrol	manual	77400	2	41000
24427581	Bangalore	budget	Honda	City	1.5 V MT	2013	petrol	manual	93563	2	299000
24619192	Hyderabad	auction	Kia	Seltos	HTK 1.5	2021	petrol	manual	25954	2	700000
24557299	Bangalore	assured	Maruti Suzuki	Ciaz	Alpha 1.5	2021	petrol	manual	45043	1	680000
25175447	Hyderabad	auction	Volkswagen	Polo	Highline1.2L (D)	2013	diesel	manual	152780	1	220000
22196049	Mumbai	auction	Hyundai	Elite i20	Sportz 1.4	2015	diesel	manual	82509	1	400000
22808269	Pune	budget	Maruti Suzuki	Ertiga	Vxi	2014	petrol	manual	95981	1	400000
22426398	Delhi	auction	Maruti Suzuki	Alto K10	VXi	2015	petrol	manual	76853	1	140000
22778463	Chandigarh	assured	Volkswagen	Virtus	Highline 1.0 TSI AT	2022	petrol	automatic	55114	1	880000
14147859	Delhi	auction	Chevrolet	Cruze	LTZ	2017	diesel	manual	71398	1	415000
14014692	Lucknow	assured	Honda	Jazz	V CVT	2022	petrol	automatic	21962	1	685000
19990320	Jaipur	budget	Maruti Suzuki	Baleno	Zeta CNG	2023	petrol+cng	manual	35684	3	550000
8637525	Lucknow	auction	Hyundai	Eon	Era +	2017	petrol	manual	91881	1	195000
20466672	Ahmedabad	assured	Honda	Jazz	VX CVT	2022	petrol	automatic	21042	1	691500
25019315	Mumbai	auction	Toyota	Glanza	V CVT	2019	petrol	automatic	79385	1	420000
25076677	Delhi	assured	Kia	Seltos	GTX Plus DCT 1.4	2019	petrol	automatic	34781	1	851000
25079929	Bangalore	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2015	petrol	manual	42213	1	335000
24908131	Pune	assured	Hyundai	Grand i10	Sportz AT 1.2 Kappa VTVT	2018	petrol	automatic	45472	2	390000
23003697	Delhi	auction	Volkswagen	Polo	Trendline 1.2L (P)	2010	petrol	manual	63296	1	75000
23062578	Chandigarh	auction	Volkswagen	Polo	Highline1.2L (P)	2013	petrol	manual	130590	1	175000
23077703	Lucknow	auction	Maruti Suzuki	Swift	VDi	2014	diesel	manual	68742	1	225000
23265507	Bangalore	assured	Maruti Suzuki	Alto K10	VXi (O)	2016	petrol	manual	52716	3	205000
24031901	Bangalore	assured	Hyundai	Alcazar	Signature (O) 7 Seater 2.0 Petrol AT	2023	petrol	automatic	15490	1	1480000
23641985	Pune	auction	Ford	Freestyle	Trend Plus 1.5 TDCI	2019	diesel	manual	80327	1	375000
23677156	Delhi	assured	Hyundai	New Santro 1.1	Sportz MT	2018	petrol	manual	47537	1	292000
23362629	Chennai	assured	Tata	Punch	Accomplished MT	2022	petrol	manual	33100	1	575000
23409699	Pune	budget	Nissan	Micra	XV CVT	2014	petrol	automatic	92986	1	232000
23828632	Delhi	assured	Renault	Kwid	RXT Opt	2019	petrol	manual	48798	1	199000
24037990	Pune	assured	Ford	EcoSport	Trend+ 1.0L EcoBoost	2016	petrol	manual	72376	1	357000
23815817	Jaipur	assured	Maruti Suzuki	Ciaz	Alpha 1.5	2024	petrol	manual	15300	1	800000
24171382	Mumbai	assured	Tata	Tigor	XZA Plus	2022	petrol	automatic	21889	1	530000
22823612	Chennai	auction	Hyundai	i20 N Line	N8 1.0 Turbo DCT	2021	petrol	automatic	21037	1	1
24986572	Delhi	auction	Hyundai	Grand i10	Magna 1.2 Kappa VTVT	2013	petrol	manual	28427	1	155000
24832817	Mumbai	budget	Honda	City	VX	2015	petrol	manual	57449	1	387000
25000928	Coimbatore	assured	Maruti Suzuki	Celerio	ZXi AMT	2018	petrol	automatic	48058	2	352000
24852281	Kochi	budget	Hyundai	Santro	Magna	2019	petrol	manual	46938	2	250000
24734264	Bangalore	budget	Ford	EcoSport	Titanium 1.5L Ti-VCT AT	2017	petrol	automatic	51635	1	518000
24763627	Bangalore	auction	Maruti Suzuki	Zen	LXI	2006	petrol	manual	99326	3	90000
24890287	Pune	budget	Honda	Jazz	V AT Petrol	2017	petrol	automatic	54139	2	365000
25062721	Delhi	auction	Hyundai	Verna	Fluidic VTVT 1.6 EX AT	2013	petrol	automatic	85228	1	160000
22067432	Delhi	assured	Maruti Suzuki	XL6	Alpha Plus AT Petrol	2022	petrol	automatic	73069	1	980000
21987780	Mumbai	assured	Hyundai	Venue	SX (O) 1.0 Turbo iMT	2022	petrol	manual	17215	1	911000
23371339	Pune	auction	Honda	City	SV Petrol	2019	petrol	manual	39019	1	529000
23481108	Mumbai	assured	Maruti Suzuki	Celerio	VXi AMT	2015	petrol	automatic	58550	1	251000
23883491	Bangalore	assured	Maruti Suzuki	Swift	ZXi AMT	2022	petrol	automatic	71509	1	555000
23832881	Hyderabad	budget	Honda	Jazz	V AT Petrol	2017	petrol	automatic	93741	1	362000
24161689	Bangalore	auction	Tata	Indica Vista	VX Quadrajet	2012	diesel	manual	43831	2	150000
23896593	Delhi	budget	Maruti Suzuki	S-Cross	Zeta AT	2022	petrol	automatic	40969	1	676000
24845964	Lucknow	auction	Renault	Kwid	RXT (O) 1.0 SCE Edition	2016	petrol	manual	61946	1	111000
24867858	Delhi	budget	Maruti Suzuki	Swift	LXi	2022	petrol	manual	17847	1	416000
24994439	Mumbai	auction	Maruti Suzuki	S-Cross	Zeta 1.3	2016	diesel	manual	104359	1	410000
25071706	Delhi	auction	Toyota	Etios	G	2011	petrol	manual	101122	2	61000
24755728	Hyderabad	budget	Maruti Suzuki	Swift Dzire	Automatic	2012	petrol	automatic	42599	1	285000
25024117	Delhi	auction	Maruti Suzuki	Estilo	VXi BS-IV	2011	petrol	manual	45755	1	90000
25044372	Bangalore	assured	Hyundai	Creta	1.6 SX Plus Petrol	2017	petrol	manual	74268	2	620000
24985846	Delhi	auction	Nissan	Micra Active	XV	2015	petrol	manual	33445	2	101000
25060565	Chandigarh	auction	Hyundai	Verna	Fluidic 1.6 CRDi SX	2014	diesel	manual	33657	1	230000
23156939	Chennai	budget	Hyundai	Elite i20	Asta 1.4 CRDI (O)	2015	diesel	manual	103944	1	406000
23128500	Pune	assured	Honda	City	VX CVT Petrol	2023	petrol	automatic	12156	1	1150000
22953337	Chandigarh	assured	Toyota	Glanza	V AMT	2023	petrol	automatic	28018	1	720000
22964007	Lucknow	assured	Kia	Sonet	GTX Plus 1.0 iMT	2020	petrol	manual	59366	1	691000
23064599	Pune	assured	Hyundai	Grand i10	Magna 1.2 Kappa VTVT CNG	2019	cng	manual	54257	1	431000
20643297	Delhi	assured	Honda	City	V 4th Gen	2022	petrol	manual	29939	1	700000
20479370	Hyderabad	budget	Maruti Suzuki	Ritz	Vxi BS-IV	2014	petrol	manual	97315	2	217000
25080162	Mumbai	assured	Hyundai	Grand i10	Asta 1.2 Kappa VTVT	2017	petrol	manual	29502	2	320000
24372076	Bangalore	luxury	Mercedes-Benz	A-Class	A 200 CDI Sport	2016	diesel	automatic	54689	2	720000
24396178	Bangalore	auction	Ford	EcoSport	Titanium 1.5 TDCi	2014	diesel	manual	128216	2	350000
24417611	Pune	assured	Maruti Suzuki	Alto K10	VXi	2015	petrol	manual	62007	1	186000
24427330	Delhi	assured	Tata	Altroz	XZ Petrol+cng(outside fitted)	2023	cng	manual	26447	1	545000
20675098	Delhi	assured	Hyundai	Xcent	SX  Petrol+CNG (Outside Fitted)	2019	cng	manual	44530	2	411000
20565291	Lucknow	assured	Maruti Suzuki	Wagon R 1.2	ZXI	2022	petrol	manual	27150	1	475000
20260386	Delhi	budget	Hyundai	Creta	1.6 SX AT VTVT	2018	petrol	automatic	93656	1	665000
19802763	Delhi	budget	Hyundai	Elite i20	Sportz 1.2	2017	petrol	manual	74097	1	372000
25095528	Hyderabad	auction	Renault	Duster	110 PS RxZ Diesel	2015	diesel	manual	142457	1	248000
25154663	Kolkata	auction	Maruti Suzuki	Swift Dzire	LXI	2012	petrol	manual	132274	1	125000
22890324	Mumbai	assured	Maruti Suzuki	Ignis	Alpha 1.2 AMT	2019	petrol	automatic	16050	1	468000
21208615	Delhi	budget	Tata	Safari	XZ Plus Dark Edition	2022	diesel	manual	100079	1	1146000
24780821	Chennai	assured	Renault	Kwid	RXT 1.0 AMT	2023	petrol	automatic	17753	2	360000
24948071	Pune	assured	Hyundai	Venue	SX Plus 1.0 Turbo DCT	2019	petrol	automatic	36220	1	632000
25050098	Coimbatore	assured	Hyundai	Santro	Asta	2019	petrol	manual	65554	2	330000
25003952	Bangalore	assured	Maruti Suzuki	Swift	ZXi	2018	petrol	manual	64242	1	467000
24819369	Mumbai	budget	Hyundai	Grand i10	Asta 1.2 Kappa VTVT	2013	petrol	manual	61573	1	220000
24719312	Kolkata	assured	Tata	Tiago	XZ Plus	2022	petrol	manual	10160	1	441000
24952828	Delhi	budget	Maruti Suzuki	Swift	LXi	2021	petrol	manual	18841	3	268500
24736473	Chandigarh	assured	Hyundai	Eon	Magna +	2017	petrol	manual	50470	1	175000
24770616	Mumbai	assured	Tata	Tiago	Revotron XZ w/o Alloy	2018	petrol	manual	42172	1	275000
24944400	Delhi	assured	Honda	Jazz	V	2021	petrol	manual	43266	1	441000
21361805	Chennai	budget	Hyundai	Grand i10 Nios	Sportz U2 1.2 CRDi	2022	diesel	manual	101566	1	480000
22366877	Delhi	budget	Maruti Suzuki	Wagon R	LXi (O) 1.0 CNG	2022	cng	manual	116817	1	355000
22589625	Hyderabad	budget	MG Motors	Hector	Sharp 2.0 Diesel Turbo MT	2021	diesel	manual	61027	3	1000000
25194702	Delhi	assured	Honda	City	ZX CVT Petrol	2017	petrol	automatic	86279	1	460000
25165120	Ahmedabad	assured	Tata	Tiago	XT CNG (Outside Fitted)	2016	cng	manual	87202	1	192500
23570622	Delhi	assured	Toyota	Corolla Altis	GL Petrol	2015	petrol	manual	45210	1	498000
23330843	Lucknow	assured	Maruti Suzuki	XL6	Zeta MT Petrol	2023	petrol	manual	13439	1	915000
23492739	Pune	assured	Honda	Mobilio	S Petrol	2015	petrol	manual	57351	1	365000
23678111	Mumbai	assured	Toyota	Innova Crysta	2.4 V 7 STR	2017	diesel	manual	50312	1	1305000
24153986	Delhi	budget	Maruti Suzuki	Swift	ZXi	2014	petrol	manual	51780	3	185000
23831510	Delhi	assured	Renault	Kiger	RXT MT	2022	petrol	manual	19838	1	394000
8568306	Hyderabad	auction	Maruti Suzuki	XL6	Alpha AT Petrol	2021	petrol	automatic	68415	1	955000
23559585	Delhi	assured	Hyundai	i20 N Line	N8 1.0 Turbo DCT Dual Tone	2023	petrol	automatic	32740	1	875000
23522469	Mumbai	budget	Hyundai	i10	Magna 1.1 iRDE2	2015	petrol	manual	62886	1	210000
22817768	Bangalore	assured	Kia	Seltos	HTX 1.5	2021	petrol	manual	37643	1	1025000
22596112	Mumbai	assured	MG Motors	Hector	Sharp 1.5 Petrol CVT	2021	petrol	automatic	43874	2	1060000
22723459	Hyderabad	assured	Mahindra	Thar	LX Hard Top Petrol AT 4WD	2022	petrol	automatic	60110	1	1100000
24891421	Hyderabad	budget	Datsun	Redi-GO	S 1.0 AMT	2018	petrol	automatic	83707	2	175000
22989371	Mumbai	assured	Honda	City	VX Petrol	2022	petrol	manual	23172	1	970000
19524905	Delhi	luxury	Jeep	Compass	Sport 1.4 Petrol DCT	2022	petrol	automatic	33113	1	1150000
22974262	Chennai	assured	MG Motors	Astor	Sharp 1.5 CVT Old Generation	2022	petrol	automatic	11558	1	975000
23051362	Hyderabad	budget	Maruti Suzuki	Vitara Brezza	ZDi Plus	2017	diesel	manual	107526	1	610000
24340571	Kochi	budget	Volkswagen	Polo	Comfortline 1.2L (P)	2014	petrol	manual	67374	2	261000
24575464	Delhi	assured	Tata	Tigor	XE	2022	petrol	manual	10895	1	360000
23090143	Delhi	budget	Kia	Seltos	GTX Plus AT 1.5 Diesel	2020	diesel	automatic	108400	1	890000
23553219	Bangalore	budget	Hyundai	i20 N Line	N8 1.0 Turbo DCT Dual Tone	2022	petrol	automatic	64602	2	788632
23698260	Pune	budget	Ford	Figo Aspire	Trend 1.2 Ti-VCT	2016	petrol	manual	130541	1	209000
24619884	Delhi	assured	Hyundai	Santro	Sportz AMT	2019	petrol	automatic	34119	1	300000
24246970	Kochi	assured	Mahindra	Scorpio N	Z8 L Diesel AT 2WD 6 STR	2023	diesel	automatic	31488	2	1660000
24618425	Bangalore	assured	Tata	Tiago	Revotron XT	2016	petrol	manual	70255	1	294000
24399160	Delhi	assured	Maruti Suzuki	Baleno	Sigma MT	2024	petrol	manual	15279	1	475000
24503341	Mumbai	assured	Renault	Triber	RXZ EASY-R AMT	2020	petrol	automatic	30273	1	400000
24322536	Hyderabad	budget	Renault	Kwid	1.0 RXT AMT	2017	petrol	automatic	93237	2	213000
23735098	Pune	assured	Renault	Kwid	RXL 1.0	2022	petrol	manual	14801	1	340000
23751329	Bangalore	assured	Maruti Suzuki	Ertiga	VXI AT	2017	petrol	automatic	54883	1	640000
23666596	Bangalore	budget	Datsun	GO	T	2016	petrol	manual	37864	2	203000
23435833	Hyderabad	assured	Honda	Amaze	VX 1.2 Petrol CVT	2023	petrol	automatic	39916	1	684000
23771517	Chennai	budget	Ford	EcoSport	Titanium 1.5 TDCi (Opt)	2014	diesel	manual	93583	1	392000
24095412	Mumbai	assured	Renault	Kwid	1.0 RXT AMT	2019	petrol	automatic	57946	2	185000
23782072	Pune	auction	Maruti Suzuki	Celerio	ZXi AMT	2015	petrol	automatic	62451	1	262000
19745263	Delhi	budget	Hyundai	Creta	1.6 SX Plus Auto Petrol	2017	petrol	automatic	95359	1	610000
20183519	Hyderabad	auction	Tata	Altroz	XZ Plus 1.5	2021	diesel	manual	45474	1	670000
25015124	Lucknow	budget	Ford	EcoSport	Ambiente 1.5L TDCi	2017	diesel	manual	91523	2	285000
25001795	Chennai	assured	Hyundai	Grand i10	Asta AT 1.2 Kappa VTVT (O)	2016	petrol	automatic	44388	2	370000
25058788	Delhi	budget	Maruti Suzuki	Celerio	ZXi Opt	2016	petrol	manual	62565	1	220000
24944614	Hyderabad	luxury	BMW	X1	sDrive20d Expedition	2016	diesel	automatic	80790	2	1
23291754	Delhi	assured	Maruti Suzuki	Swift	ZXi AMT	2023	petrol	automatic	22576	1	647000
23158643	Delhi	budget	Tata	Tigor	XZ CNG	2022	cng	manual	65002	1	475000
20757811	Delhi	assured	Maruti Suzuki	Swift	VXI CNG (Outside Fitted)	2017	cng	manual	81243	1	340000
7375419	Delhi	auction	Renault	Triber	RXZ	2020	petrol	manual	7197	1	597000
20167605	Delhi	budget	Honda	Amaze	1.2 S i-VTEC Opt	2017	petrol	manual	95291	1	294000
22803250	Kochi	assured	Renault	Duster	110 PS RxL Explore LE	2015	diesel	manual	73754	1	410000
22435612	Pune	assured	Maruti Suzuki	Baleno	Zeta 1.2	2018	petrol	manual	71991	1	426000
24280297	Pune	assured	Maruti Suzuki	Swift	ZXi	2014	petrol	manual	47731	1	350000
24288531	Chandigarh	budget	Tata	Tiago	Revotron XE	2019	petrol	manual	76874	1	245000
24332027	Delhi	budget	Tata	Harrier	XZA Plus Dark Edition	2022	diesel	automatic	68356	1	1075200
24562018	Coimbatore	budget	Renault	Duster	110 PS RXZ 4X4 MT Diesel	2018	diesel	manual	98462	3	465000
24605644	Ahmedabad	assured	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2017	petrol	manual	24645	1	341000
24556804	Kochi	assured	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2017	petrol	manual	39788	1	340000
24525992	Pune	budget	Tata	Zest	XMS Petrol	2014	petrol	manual	40079	1	226000
24423542	Hyderabad	assured	Maruti Suzuki	Baleno	Alpha 1.2 AT	2018	petrol	automatic	60593	1	480000
21424972	Pune	assured	Tata	Altroz	XZA Plus Petrol Dark Edtion	2023	petrol	automatic	25300	1	740000
24838606	Chennai	assured	Mahindra	XUV 300	W8 1.5 Diesel	2022	diesel	manual	45734	1	810000
24816803	Ahmedabad	budget	Ford	EcoSport	Titanium + 1.5L Ti-VCT AT	2018	petrol	automatic	75658	1	431000
24792506	Chandigarh	assured	Maruti Suzuki	Baleno	Delta 1.2	2016	petrol	manual	77375	1	272000
23304785	Delhi	budget	Volkswagen	Polo	Highline1.2L (P)	2013	petrol	manual	42607	1	183000
23250435	Delhi	luxury	Jeep	Compass	Limited Plus Petrol AT	2019	petrol	automatic	41083	1	950000
22876529	Hyderabad	assured	Ford	Figo Aspire	Titanium 1.2 Ti-VCT	2017	petrol	manual	50174	1	335000
23677759	Ahmedabad	assured	Renault	Kwid	CLIMBER 1.0 AMT	2018	petrol	automatic	30204	1	250000
23614472	Bangalore	assured	Hyundai	Elite i20	Asta 1.2 (O) CVT	2019	petrol	automatic	62959	1	640000
23512818	Bangalore	budget	Hyundai	Xcent	S 1.2	2014	petrol	manual	114135	1	276000
23478259	Delhi	assured	Honda	City	ZX Petrol	2022	petrol	manual	68580	1	860000
23856884	Delhi	assured	Honda	City	ZX CVT Petrol	2022	petrol	automatic	77482	1	909000
